sales_id,production_id,crop_type,crop_variety,buyer_name,buyer_type,buyer_region,channel_type,transaction_date,quantity_sold_kg,unit_price_eur,total_revenue_eur,discount_applied_eur,net_revenue_eur,shipping_cost_eur,profit_margin_pct,market_price_per_kg,price_variance
5205,5280,Corn,Sweet,"Booker, Shannon and Reed",Retailer,Hesse,Direct,2025-04-03,1516.8,1.14,1729.15,25.51,1681.49,22.15,8.31,1.14,0.0
5206,9340,Wheat,Emmer,Hill Ltd,Wholesaler,Brandenburg,Cooperative,2024-06-24,463.6,1.35,625.86,18.99,513.66,93.21,14.61,1.32,0.03
5207,11637,Corn,Sweet,Bishop-Burton,Retailer,Bavaria,Cooperative,2024-11-30,1658.0,0.71,1177.18,16.3,1142.28,18.6,22.73,0.75,-0.04
5208,1685,Corn,Dent,"Berger, Barry and Scott",Retailer,Saxony,Online,2025-03-11,1014.1,1.21,1227.06,29.9,1133.07,64.09,8.02,1.16,0.05
5209,1478,Wheat,Durum,Frederick Inc,Exporter,Lower Saxony,Cooperative,2025-04-15,1733.9,1.15,1993.98,36.5,1868.46,89.02,7.3,1.14,0.01
5210,13159,Corn,Dent,"Neal, Young and Lee",Wholesaler,Brandenburg,Online,2025-05-05,447.8,1.56,698.57,26.04,655.82,16.71,9.59,1.48,0.08
5211,10761,Corn,Dent,Jenkins-Williams,Exporter,Saxony,Direct,2025-04-03,1649.6,0.45,742.32,9.38,684.94,48.0,13.86,0.42,0.03
5212,6598,Soybean,Black,Montgomery-Houston,Exporter,Bavaria,Direct,2025-03-21,838.7,0.37,310.32,12.18,248.65,49.49,6.77,0.34,0.03
5213,6252,Barley,Hulless,Hansen-Anderson,Wholesaler,Bavaria,Online,2024-09-05,1266.3,1.52,1924.78,9.9,1873.84,41.04,23.31,1.4,0.12
5214,10903,Barley,Hulled,"Norris, Sharp and Curtis",Exporter,Hesse,Direct,2025-03-04,1773.1,1.52,2695.11,10.36,2624.88,59.87,10.35,1.5,0.02
5215,5790,Wheat,Emmer,Joseph PLC,Exporter,Bavaria,Cooperative,2024-10-06,359.9,0.53,190.75,13.95,80.14,96.66,15.16,0.49,0.04
5216,3582,Potato,Red,"Wong, Long and Scott",Wholesaler,Saxony,Cooperative,2025-02-06,1136.0,0.44,499.84,25.01,408.19,66.64,8.12,0.45,-0.01
5217,3089,Wheat,Durum,Caldwell-Mcguire,Retailer,Hesse,Online,2024-11-22,616.2,1.31,807.22,37.4,673.75,96.07,20.32,1.26,0.05
5218,1269,Potato,Red,Sweeney-Jones,Retailer,Hesse,Cooperative,2025-05-05,506.9,0.54,273.73,19.27,241.59,12.87,21.94,0.54,0.0
5219,13351,Wheat,Durum,Alvarez-Yoder,Exporter,Bavaria,Direct,2024-03-20,1759.6,0.7,1231.72,5.59,1146.52,79.61,21.54,0.66,0.04
5220,393,Wheat,Durum,Odom-Green,Exporter,Saxony,Online,2025-05-05,1751.3,0.52,910.68,21.76,823.84,65.08,10.24,0.52,0.0
5221,6210,Potato,Russet,"Schwartz, Marshall and Fernandez",Retailer,Lower Saxony,Direct,2025-04-15,1339.3,0.52,696.44,23.64,573.19,99.61,7.0,0.55,-0.03
5222,6554,Potato,Russet,"Davies, Lewis and Fields",Retailer,Hesse,Online,2025-03-26,1435.7,0.37,531.21,3.74,488.18,39.29,23.49,0.38,-0.01
5223,12649,Barley,Hulless,"Haynes, Barnes and Holmes",Retailer,Saxony,Online,2024-07-12,1488.4,0.97,1443.75,38.38,1384.0,21.37,10.52,1.02,-0.05
5224,13279,Barley,Hulled,"Yates, Taylor and Miller",Retailer,Saxony,Cooperative,2025-04-20,224.7,1.45,325.82,9.37,302.2,14.25,15.2,1.38,0.07
5225,12605,Wheat,Emmer,Lester-Palmer,Retailer,Hesse,Online,2025-04-09,782.3,1.19,930.94,44.85,849.2,36.89,9.07,1.09,0.1
5226,1043,Corn,Sweet,Gould and Sons,Retailer,Brandenburg,Online,2025-04-13,388.3,0.63,244.63,20.35,129.75,94.53,13.72,0.64,-0.01
5227,12072,Potato,Russet,"Ramsey, Rosales and Hall",Exporter,Hesse,Direct,2024-10-16,642.1,0.41,263.26,35.93,173.68,53.65,13.88,0.42,-0.01
5228,10165,Soybean,Yellow,"Shields, Carson and Riddle",Exporter,Bavaria,Cooperative,2025-04-13,1244.7,0.46,572.56,38.47,451.87,82.22,22.84,0.49,-0.03
5229,874,Potato,Red,Lee PLC,Wholesaler,Brandenburg,Cooperative,2025-04-02,1820.3,1.32,2402.8,11.41,2317.07,74.32,21.07,1.27,0.05
5230,8507,Wheat,Durum,Orr-Castaneda,Retailer,Bavaria,Direct,2025-03-28,1402.2,0.57,799.25,17.31,764.56,17.38,10.11,0.59,-0.02
5231,12712,Corn,Dent,Lopez Inc,Wholesaler,Brandenburg,Direct,2025-04-24,1074.6,0.31,333.13,8.15,229.22,95.76,7.98,0.34,-0.03
5232,10307,Wheat,Durum,Scott-Acosta,Retailer,Saxony,Direct,2025-04-19,1292.5,0.64,827.2,30.01,779.66,17.53,22.57,0.62,0.02
5233,12209,Corn,Sweet,Lopez-Mitchell,Retailer,Lower Saxony,Cooperative,2025-04-24,485.0,0.92,446.2,16.26,374.53,55.41,10.65,0.84,0.08
5234,12819,Barley,Hulless,Ballard and Sons,Wholesaler,Saxony,Direct,2024-09-09,1688.3,0.57,962.33,32.89,913.83,15.61,18.47,0.58,-0.01
5235,13655,Soybean,Yellow,Marshall-Allen,Exporter,Brandenburg,Online,2024-05-08,846.5,0.57,482.5,26.34,391.47,64.69,11.93,0.6,-0.03
5236,7258,Barley,Hulled,Morales PLC,Exporter,Saxony,Online,2024-03-29,1288.4,1.04,1339.94,12.58,1243.13,84.23,18.48,1.05,-0.01
5237,2999,Corn,Dent,"Hickman, Walker and Bradley",Retailer,Saxony,Online,2024-01-20,1667.8,0.53,883.93,42.42,757.58,83.93,8.38,0.57,-0.04
5238,4410,Potato,Russet,"Ortega, Erickson and Dickson",Retailer,Bavaria,Online,2025-05-03,1633.4,1.35,2205.09,8.68,2167.04,29.37,22.79,1.25,0.1
5239,9652,Wheat,Durum,Whitney-Jones,Wholesaler,Hesse,Online,2025-05-05,487.7,1.01,492.58,17.35,377.89,97.34,23.59,0.98,0.03
5240,4090,Barley,Hulled,"Mayer, Anderson and Wilson",Exporter,Bavaria,Direct,2024-01-17,1751.8,1.28,2242.3,11.36,2173.07,57.87,18.32,1.41,-0.13
5241,2080,Potato,Russet,Gonzalez Group,Wholesaler,Lower Saxony,Online,2025-01-01,451.6,1.34,605.14,2.13,558.24,44.77,12.67,1.27,0.07
5242,7573,Corn,Sweet,"Thompson, Weaver and Woods",Exporter,Brandenburg,Cooperative,2025-05-05,1149.7,0.77,885.27,18.66,800.58,66.03,10.89,0.71,0.06
5243,488,Potato,Russet,"Bernard, Hernandez and Clark",Retailer,Bavaria,Online,2025-02-04,447.6,0.69,308.84,48.77,235.4,24.67,16.65,0.66,0.03
5244,12711,Barley,Hulless,Crawford-Henderson,Wholesaler,Saxony,Online,2024-12-16,201.2,1.02,205.22,37.16,104.17,63.89,18.07,0.96,0.06
5245,5520,Corn,Dent,"Foley, Leach and Park",Retailer,Brandenburg,Online,2024-04-29,338.4,0.47,159.05,42.18,95.48,21.39,20.5,0.43,0.04
5246,9023,Soybean,Black,Payne PLC,Retailer,Bavaria,Online,2025-02-23,251.8,1.35,339.93,38.71,270.06,31.16,13.42,1.38,-0.03
5247,7668,Barley,Hulled,Santana-Olson,Retailer,Brandenburg,Direct,2025-05-04,1738.4,0.72,1251.65,7.75,1221.83,22.07,15.29,0.78,-0.06
5248,10155,Soybean,Yellow,Guerrero Inc,Exporter,Lower Saxony,Online,2025-04-29,1022.9,1.37,1401.37,3.67,1353.08,44.62,15.32,1.36,0.01
5249,3437,Potato,Red,Ball-Anderson,Wholesaler,Saxony,Cooperative,2024-09-02,677.8,0.79,535.46,37.89,404.63,92.94,19.12,0.77,0.02
5250,8188,Soybean,Black,"Harris, Golden and Adams",Exporter,Saxony,Online,2025-01-02,990.9,1.17,1159.35,4.64,1141.92,12.79,12.4,1.07,0.1
5251,6942,Barley,Hulled,"Patel, Brown and Rios",Exporter,Brandenburg,Online,2024-12-12,445.5,1.03,458.86,21.02,403.99,33.85,6.36,1.03,0.0
5252,12903,Potato,Red,"Kelly, Palmer and Montgomery",Exporter,Hesse,Online,2024-10-04,876.2,1.56,1366.87,35.58,1295.98,35.31,13.19,1.43,0.13
5253,9596,Soybean,Black,Ferguson Ltd,Wholesaler,Hesse,Cooperative,2025-03-06,1132.7,0.94,1064.74,23.98,1017.38,23.38,6.69,1.01,-0.07
5254,4474,Corn,Sweet,Spears Ltd,Wholesaler,Brandenburg,Cooperative,2025-04-04,1546.3,1.36,2102.97,36.96,2012.51,53.5,11.15,1.48,-0.12
5255,13776,Potato,Red,"Rodriguez, Myers and Potter",Retailer,Saxony,Online,2024-12-18,1397.0,0.8,1117.6,49.6,968.8,99.2,10.08,0.85,-0.05
5256,11111,Corn,Dent,Ingram-Martin,Wholesaler,Saxony,Cooperative,2025-04-15,1480.9,0.54,799.69,49.44,713.46,36.79,9.61,0.58,-0.04
5257,11449,Corn,Sweet,Holmes-Hunt,Exporter,Lower Saxony,Direct,2025-05-05,284.3,0.6,170.58,25.97,47.16,97.45,16.0,0.57,0.03
5258,10259,Wheat,Emmer,Murray-Hess,Wholesaler,Hesse,Online,2025-05-05,599.1,1.18,706.94,35.84,611.46,59.64,13.55,1.29,-0.11
5259,2411,Potato,Russet,"Chase, Marshall and Evans",Exporter,Lower Saxony,Direct,2025-04-13,480.1,0.58,278.46,30.03,198.31,50.12,12.82,0.57,0.01
5260,9709,Barley,Hulled,Fernandez-Hunt,Wholesaler,Brandenburg,Cooperative,2025-05-05,590.4,1.45,856.08,2.48,813.54,40.06,18.36,1.43,0.02
5261,13681,Potato,Russet,Johnson-Bond,Wholesaler,Lower Saxony,Cooperative,2025-04-07,1697.7,1.27,2156.08,19.87,2112.37,23.84,7.42,1.24,0.03
5262,12139,Barley,Hulless,"Matthews, Garcia and Davis",Retailer,Brandenburg,Online,2025-05-05,1254.2,0.52,652.18,47.65,553.77,50.76,14.5,0.55,-0.03
5263,7592,Potato,Russet,"Lynch, Wood and Ball",Exporter,Brandenburg,Online,2025-05-05,850.0,1.17,994.5,45.03,885.37,64.1,20.84,1.29,-0.12
5264,2705,Corn,Sweet,Morse-Monroe,Exporter,Hesse,Direct,2025-02-12,1377.8,1.05,1446.69,25.27,1401.68,19.74,24.42,0.99,0.06
5265,5149,Potato,Red,Hancock Group,Exporter,Hesse,Cooperative,2024-08-27,860.8,1.19,1024.35,16.24,933.27,74.84,9.02,1.19,0.0
5266,14079,Barley,Hulled,Morris LLC,Wholesaler,Brandenburg,Online,2025-05-05,1113.2,0.84,935.09,19.81,874.09,41.19,11.11,0.78,0.06
5267,53,Barley,Hulless,"Martin, Mathis and Gregory",Wholesaler,Hesse,Online,2025-05-04,1390.1,1.08,1501.31,8.55,1419.6,73.16,6.68,1.01,0.07
5268,1706,Corn,Sweet,Espinoza-Garrett,Retailer,Brandenburg,Cooperative,2025-03-25,1432.4,1.03,1475.37,13.31,1441.32,20.74,13.15,0.97,0.06
5269,4050,Corn,Sweet,Diaz Group,Retailer,Lower Saxony,Cooperative,2025-05-05,1223.1,0.94,1149.71,30.07,1036.4,83.24,14.08,0.88,0.06
5270,5246,Wheat,Durum,Pearson Inc,Retailer,Bavaria,Cooperative,2025-01-18,900.9,1.26,1135.13,39.64,1015.72,79.77,10.72,1.17,0.09
5271,8875,Corn,Dent,"Miller, Green and Schmidt",Exporter,Lower Saxony,Cooperative,2025-05-05,1045.5,1.21,1265.06,30.7,1185.99,48.37,20.73,1.13,0.08
5272,12259,Corn,Dent,"Bryan, Parker and Vasquez",Retailer,Lower Saxony,Direct,2023-12-09,960.7,0.4,384.28,30.91,302.7,50.67,22.58,0.41,-0.01
5273,7157,Corn,Dent,"Fletcher, Anderson and Davis",Retailer,Saxony,Cooperative,2025-05-05,747.3,1.53,1143.37,19.73,1099.05,24.59,10.08,1.47,0.06
5274,1231,Wheat,Emmer,"Smith, Peterson and Kelly",Wholesaler,Bavaria,Cooperative,2024-09-10,459.3,0.59,270.99,26.86,172.49,71.64,22.23,0.54,0.05
5275,10750,Wheat,Emmer,Wise-Elliott,Exporter,Brandenburg,Direct,2024-12-04,1475.5,1.26,1859.13,18.11,1789.85,51.17,11.44,1.38,-0.12
5276,12494,Potato,Red,"Crawford, Scott and Cohen",Exporter,Saxony,Direct,2025-04-24,1997.4,0.37,739.04,29.43,681.12,28.49,7.65,0.36,0.01
5277,1614,Potato,Russet,George-Jones,Exporter,Hesse,Online,2025-05-05,1925.8,0.8,1540.64,33.34,1497.15,10.15,20.41,0.87,-0.07
5278,11240,Potato,Red,"Burke, Obrien and Kramer",Exporter,Brandenburg,Online,2025-04-18,945.6,0.39,368.78,34.01,256.33,78.44,18.71,0.36,0.03
5279,1979,Wheat,Durum,Bird-Johnson,Retailer,Hesse,Cooperative,2025-03-05,1334.8,0.4,533.92,27.18,416.33,90.41,19.46,0.42,-0.02
5280,6733,Barley,Hulled,Vazquez LLC,Wholesaler,Brandenburg,Online,2024-04-02,1874.9,1.1,2062.39,48.72,1987.09,26.58,21.65,1.03,0.07
5281,14522,Barley,Hulled,Anderson LLC,Retailer,Lower Saxony,Direct,2025-05-05,526.9,0.64,337.22,0.36,308.8,28.06,12.56,0.63,0.01
5282,6914,Barley,Hulled,Padilla Inc,Retailer,Lower Saxony,Direct,2025-01-26,1131.6,1.5,1697.4,27.09,1592.68,77.63,10.27,1.48,0.02
5283,4093,Wheat,Emmer,"Brown, Schwartz and Miller",Exporter,Lower Saxony,Direct,2024-12-20,525.7,0.83,436.33,35.64,349.04,51.65,6.52,0.82,0.01
5284,727,Soybean,Yellow,Brown-Thomas,Exporter,Bavaria,Online,2025-05-05,1919.6,0.68,1305.33,2.19,1272.82,30.32,5.2,0.64,0.04
5285,11966,Barley,Hulless,Ramos-Medina,Wholesaler,Saxony,Direct,2024-12-15,553.6,0.47,260.19,49.43,112.14,98.62,24.56,0.5,-0.03
5286,2224,Wheat,Durum,Murphy Group,Exporter,Saxony,Direct,2025-04-28,1184.4,0.78,923.83,3.45,855.99,64.39,22.78,0.82,-0.04
5287,10357,Soybean,Yellow,"Smith, Pacheco and Petersen",Retailer,Saxony,Cooperative,2025-02-21,774.7,0.63,488.06,10.56,384.0,93.5,16.01,0.65,-0.02
5288,12500,Corn,Sweet,Patel-Fletcher,Retailer,Bavaria,Cooperative,2024-09-11,317.8,0.4,127.12,19.75,77.78,29.59,21.26,0.39,0.01
5289,7838,Barley,Hulless,"Gonzales, Jackson and Flores",Retailer,Saxony,Direct,2024-06-17,1566.1,1.24,1941.96,27.74,1863.54,50.68,14.65,1.27,-0.03
5290,10898,Corn,Sweet,Lee-Williams,Retailer,Bavaria,Cooperative,2025-02-14,1307.9,0.87,1137.87,39.1,1003.94,94.83,9.72,0.89,-0.02
5291,6952,Corn,Dent,"Cox, Smith and Todd",Exporter,Bavaria,Online,2024-03-30,1103.7,0.76,838.81,31.93,734.25,72.63,13.2,0.74,0.02
5292,2327,Soybean,Black,"Webb, Washington and Simpson",Exporter,Saxony,Direct,2025-03-15,700.2,0.77,539.15,27.43,469.61,42.11,21.41,0.73,0.04
5293,6842,Barley,Hulless,Evans Group,Retailer,Bavaria,Online,2024-08-27,1285.6,0.59,758.5,12.8,726.11,19.59,19.88,0.56,0.03
5294,2191,Corn,Sweet,"Lynch, Hoover and Williams",Retailer,Bavaria,Online,2024-06-04,1440.8,0.96,1383.17,30.17,1265.29,87.71,10.08,1.03,-0.07
5295,5610,Soybean,Black,"Williams, Russell and Baker",Wholesaler,Saxony,Online,2025-05-05,780.6,1.01,788.41,23.26,704.91,60.24,19.87,0.98,0.03
5296,11050,Wheat,Emmer,"Anthony, Santiago and Banks",Exporter,Lower Saxony,Direct,2025-03-29,261.5,1.16,303.34,49.96,161.4,91.98,10.52,1.08,0.08
5297,1979,Wheat,Durum,Wilson-Mckinney,Retailer,Saxony,Direct,2024-10-22,1004.1,0.43,431.76,45.04,361.97,24.75,24.38,0.42,0.01
5298,10836,Potato,Red,Lewis LLC,Exporter,Lower Saxony,Online,2024-05-14,909.8,1.45,1319.21,44.04,1237.34,37.83,21.36,1.33,0.12
5299,2064,Soybean,Yellow,Cannon-Ashley,Wholesaler,Hesse,Direct,2025-01-15,1853.1,0.91,1686.32,34.7,1592.52,59.1,24.07,0.85,0.06
5300,3943,Wheat,Emmer,Perez-Morgan,Retailer,Bavaria,Online,2025-01-31,1721.3,1.4,2409.82,2.94,2338.28,68.6,16.25,1.45,-0.05
5301,401,Wheat,Durum,Ferguson-Miller,Exporter,Saxony,Cooperative,2025-04-21,1795.3,0.41,736.07,37.66,602.61,95.8,17.29,0.44,-0.03
5302,3767,Soybean,Black,"Henson, Hayden and Valencia",Retailer,Bavaria,Cooperative,2024-06-27,434.6,0.69,299.87,34.64,254.11,11.12,18.57,0.68,0.01
5303,6553,Barley,Hulled,"Smith, Garcia and Velasquez",Retailer,Bavaria,Cooperative,2025-05-03,681.9,0.98,668.26,6.74,641.91,19.61,20.31,0.92,0.06
5304,9960,Wheat,Durum,Holt-Reyes,Retailer,Bavaria,Cooperative,2024-05-25,901.2,0.59,531.71,43.6,424.13,63.98,14.02,0.58,0.01
5305,6362,Corn,Sweet,Ellis-Kim,Retailer,Saxony,Direct,2025-05-05,820.3,0.84,689.05,42.45,610.07,36.53,18.96,0.86,-0.02
5306,6573,Soybean,Yellow,Hendricks-Cohen,Wholesaler,Brandenburg,Online,2025-01-21,282.6,1.45,409.77,2.82,341.75,65.2,17.42,1.41,0.04
5307,3243,Corn,Sweet,Huang-Jimenez,Retailer,Saxony,Direct,2024-12-31,1434.6,0.43,616.88,5.85,569.21,41.82,21.8,0.42,0.01
5308,7703,Barley,Hulless,Perez PLC,Wholesaler,Lower Saxony,Online,2025-02-22,798.1,0.48,383.09,25.66,311.46,45.97,17.88,0.48,0.0
5309,5603,Barley,Hulled,"Stein, Lee and Horton",Wholesaler,Bavaria,Online,2025-01-06,1315.3,1.19,1565.21,21.56,1476.43,67.22,11.73,1.27,-0.08
5310,11680,Potato,Red,"Watson, Giles and Pierce",Exporter,Saxony,Direct,2025-03-08,1114.2,1.28,1426.18,10.84,1371.79,43.55,8.27,1.21,0.07
5311,4468,Corn,Dent,Thomas-Nash,Exporter,Brandenburg,Cooperative,2024-12-13,486.3,0.84,408.49,18.95,311.46,78.08,5.38,0.92,-0.08
5312,11921,Barley,Hulless,Holder-Tucker,Wholesaler,Brandenburg,Cooperative,2025-04-23,491.9,0.49,241.03,42.13,125.16,73.74,19.19,0.45,0.04
5313,6148,Potato,Russet,Holt-Herrera,Retailer,Hesse,Online,2024-10-21,1676.7,0.8,1341.36,48.13,1246.2,47.03,14.2,0.88,-0.08
5314,8616,Potato,Red,Anderson-Young,Wholesaler,Saxony,Direct,2024-12-05,546.5,0.74,404.41,39.22,311.87,53.32,17.75,0.73,0.01
5315,6261,Soybean,Black,Rice and Sons,Retailer,Bavaria,Direct,2025-05-05,1800.4,0.55,990.22,2.74,936.49,50.99,14.1,0.6,-0.05
5316,11578,Soybean,Yellow,"Gonzalez, Powell and Smith",Wholesaler,Hesse,Direct,2024-05-04,1603.5,0.7,1122.45,6.95,1073.76,41.74,9.68,0.65,0.05
5317,2849,Wheat,Durum,"Taylor, Williams and Rivera",Exporter,Bavaria,Direct,2025-02-06,683.5,0.6,410.1,8.52,349.83,51.75,17.95,0.6,0.0
5318,2706,Wheat,Durum,Tucker-Davies,Retailer,Saxony,Direct,2024-04-16,886.4,0.72,638.21,5.23,618.47,14.51,23.82,0.69,0.03
5319,10866,Barley,Hulless,Reed-Suarez,Retailer,Brandenburg,Online,2024-10-30,1862.9,0.67,1248.14,42.55,1133.95,71.64,18.98,0.62,0.05
5320,4434,Barley,Hulled,Miller-Martin,Retailer,Bavaria,Direct,2024-04-01,1624.4,0.63,1023.37,32.61,942.1,48.66,15.14,0.6,0.03
5321,13403,Wheat,Emmer,"Cohen, Baker and Davis",Wholesaler,Bavaria,Online,2025-02-08,262.8,0.96,252.29,40.09,150.57,61.63,16.84,0.98,-0.02
5322,12107,Barley,Hulled,Nguyen-Johnston,Exporter,Saxony,Online,2025-02-23,927.4,0.89,825.39,10.66,796.88,17.85,23.35,0.97,-0.08
5323,14027,Wheat,Durum,Black Inc,Wholesaler,Bavaria,Cooperative,2025-01-29,471.9,1.05,495.5,1.74,483.33,10.43,22.37,1.01,0.04
5324,10739,Soybean,Yellow,Garcia and Sons,Retailer,Lower Saxony,Direct,2025-01-13,1887.6,0.73,1377.95,35.36,1248.3,94.29,10.86,0.75,-0.02
5325,7730,Corn,Dent,Smith LLC,Exporter,Brandenburg,Online,2025-05-05,1966.1,0.49,963.39,44.82,819.77,98.8,13.66,0.53,-0.04
5326,10686,Wheat,Emmer,Fischer LLC,Retailer,Lower Saxony,Online,2024-04-10,207.7,0.45,93.46,42.71,-34.31,85.06,20.8,0.42,0.03
5327,1670,Corn,Dent,Powell LLC,Wholesaler,Hesse,Online,2025-03-16,1001.2,1.27,1271.52,47.8,1128.05,95.67,10.79,1.34,-0.07
5328,10019,Corn,Dent,"Zuniga, Bell and Carr",Exporter,Lower Saxony,Online,2025-04-12,715.7,0.37,264.81,19.59,157.09,88.13,12.38,0.35,0.02
5329,6701,Corn,Dent,Mcneil PLC,Retailer,Lower Saxony,Cooperative,2025-04-19,872.4,0.34,296.62,48.18,148.57,99.87,20.66,0.34,0.0
5330,5604,Soybean,Yellow,"Hammond, Chavez and Alexander",Retailer,Saxony,Online,2024-11-27,1620.3,0.48,777.74,10.59,717.8,49.35,11.4,0.49,-0.01
5331,491,Corn,Sweet,"Mitchell, Lewis and Hoover",Wholesaler,Hesse,Cooperative,2023-12-02,1336.1,1.32,1763.65,31.24,1657.54,74.87,16.38,1.31,0.01
5332,8379,Soybean,Black,Hill-Becker,Wholesaler,Saxony,Online,2024-08-29,766.5,0.53,406.24,36.8,275.49,93.95,11.09,0.56,-0.03
5333,4174,Barley,Hulless,Torres LLC,Exporter,Bavaria,Online,2024-02-11,1244.0,1.2,1492.8,32.57,1388.54,71.69,5.62,1.22,-0.02
5334,14786,Wheat,Emmer,Ryan-Boyd,Retailer,Hesse,Online,2025-05-04,798.7,0.97,774.74,46.33,655.28,73.13,10.09,1.07,-0.1
5335,4491,Potato,Russet,Perez-George,Wholesaler,Bavaria,Online,2025-05-05,1961.4,0.51,1000.31,14.94,910.34,75.03,8.29,0.49,0.02
5336,11517,Soybean,Black,Wilson LLC,Retailer,Brandenburg,Cooperative,2023-09-27,1058.6,1.13,1196.22,33.24,1071.18,91.8,23.18,1.11,0.02
5337,11330,Soybean,Black,Moore-Gaines,Retailer,Hesse,Cooperative,2024-09-01,298.7,0.51,152.34,45.97,9.76,96.61,23.74,0.55,-0.04
5338,12402,Corn,Sweet,Young-Lawrence,Wholesaler,Saxony,Direct,2025-04-01,1174.9,1.13,1327.64,47.03,1192.59,88.02,12.15,1.26,-0.13
5339,13827,Potato,Russet,Zhang Ltd,Retailer,Hesse,Direct,2025-05-04,1516.5,1.01,1531.66,28.46,1424.59,78.61,15.29,1.04,-0.03
5340,4675,Corn,Dent,Carter LLC,Wholesaler,Lower Saxony,Online,2024-11-14,1635.1,0.63,1030.11,35.93,906.45,87.73,20.08,0.67,-0.04
5341,9545,Wheat,Durum,Johnson-Harris,Retailer,Saxony,Cooperative,2025-05-01,1977.0,1.12,2214.24,1.07,2141.99,71.18,8.73,1.21,-0.09
5342,8025,Barley,Hulled,Joseph-Aguilar,Wholesaler,Brandenburg,Direct,2024-03-24,245.6,1.42,348.75,46.72,246.1,55.93,24.74,1.3,0.12
5343,14204,Corn,Sweet,"Cruz, Anderson and Norris",Exporter,Saxony,Direct,2025-04-06,1799.6,0.64,1151.74,17.98,1075.22,58.54,17.23,0.6,0.04
5344,9980,Soybean,Black,"Ramirez, Lopez and Richards",Retailer,Hesse,Cooperative,2025-05-05,637.3,0.92,586.32,32.27,490.94,63.11,18.66,0.94,-0.02
5345,5692,Potato,Russet,Martin-Payne,Wholesaler,Saxony,Cooperative,2025-04-30,1652.2,0.88,1453.94,42.7,1388.84,22.4,23.33,0.89,-0.01
5346,13329,Corn,Sweet,"Allen, Novak and Pugh",Wholesaler,Saxony,Direct,2025-02-07,944.2,0.58,547.64,49.73,427.76,70.15,8.09,0.57,0.01
5347,11703,Barley,Hulless,Lee-Martinez,Exporter,Hesse,Online,2025-04-20,627.6,1.15,721.74,31.54,622.27,67.93,11.29,1.12,0.03
5348,3844,Wheat,Durum,Ortiz-Hamilton,Exporter,Lower Saxony,Online,2025-04-23,1761.5,0.34,598.91,32.68,490.25,75.98,20.05,0.34,0.0
5349,8445,Corn,Dent,Pope-Perry,Wholesaler,Hesse,Cooperative,2024-08-09,1257.7,0.32,402.46,26.19,296.29,79.98,19.48,0.35,-0.03
5350,3516,Wheat,Durum,Bender PLC,Wholesaler,Lower Saxony,Direct,2025-03-22,312.4,1.32,412.37,3.88,314.48,94.01,5.95,1.46,-0.14
5351,10432,Potato,Red,"Chavez, Velasquez and Fowler",Exporter,Saxony,Cooperative,2024-09-05,1703.9,0.93,1584.63,24.99,1489.06,70.58,10.11,1.0,-0.07
5352,14535,Potato,Russet,Perkins-Lowery,Exporter,Bavaria,Online,2025-01-28,1970.9,1.06,2089.15,36.77,2029.34,23.04,16.4,1.07,-0.01
5353,11156,Soybean,Yellow,"Daniels, Mills and Barker",Retailer,Hesse,Cooperative,2024-10-01,429.2,0.71,304.73,8.02,252.41,44.3,15.19,0.65,0.06
5354,2334,Barley,Hulled,Mcdaniel-White,Retailer,Brandenburg,Direct,2024-11-13,512.8,0.38,194.86,15.42,127.07,52.37,8.57,0.38,0.0
5355,5981,Potato,Red,Valencia-Braun,Retailer,Bavaria,Online,2024-12-05,1594.4,1.56,2487.26,21.64,2370.93,94.69,21.22,1.44,0.12
5356,3448,Barley,Hulless,Sanford Ltd,Retailer,Bavaria,Cooperative,2025-05-05,1532.9,1.18,1808.82,36.64,1749.54,22.64,19.32,1.08,0.1
5357,10826,Corn,Dent,Herman-Frazier,Exporter,Lower Saxony,Cooperative,2025-05-05,1489.1,0.43,640.31,35.09,512.67,92.55,16.75,0.43,0.0
5358,10964,Barley,Hulless,Perez Ltd,Wholesaler,Brandenburg,Cooperative,2025-05-05,1525.0,0.91,1387.75,29.88,1313.73,44.14,8.33,0.9,0.01
5359,7399,Wheat,Durum,"Davis, Garcia and Gonzalez",Retailer,Lower Saxony,Direct,2024-05-23,1461.5,1.38,2016.87,46.72,1898.68,71.47,23.78,1.43,-0.05
5360,8979,Barley,Hulless,"Rivera, Frazier and Clark",Exporter,Lower Saxony,Online,2024-12-29,1993.4,0.37,737.56,23.25,661.91,52.4,13.74,0.39,-0.02
5361,1792,Corn,Dent,"Smith, Ball and Jones",Retailer,Saxony,Cooperative,2025-01-17,1692.7,1.08,1828.12,11.25,1796.78,20.09,8.54,1.0,0.08
5362,581,Soybean,Black,Jones Inc,Retailer,Lower Saxony,Cooperative,2025-05-02,1294.1,1.06,1371.75,18.36,1279.24,74.15,19.65,1.01,0.05
5363,14481,Soybean,Black,Roman-May,Wholesaler,Saxony,Direct,2025-04-05,1287.1,0.87,1119.78,13.35,1087.74,18.69,9.67,0.94,-0.07
5364,9875,Potato,Russet,Mullins LLC,Retailer,Lower Saxony,Direct,2025-03-28,812.8,0.74,601.47,43.68,485.78,72.01,10.49,0.75,-0.01
