production_id,farm_name,field_id,field_location,crop_type,crop_variety,planting_date,harvest_date,fertilizer_type,fertilizer_quantity_kg,pesticide_type,pesticide_quantity_ltr,irrigation_type,irrigation_quantity_ltr,total_yield_kg,avg_yield_per_hectare,soil_ph,rainfall_mm,avg_temperature_c,labor_hours,number_of_workers,machinery_used,expected_market_price_per_kg,expected_total_revenue_eur
14487,"Zimmerman, Landry and Sanchez",F-728,New Melissaburgh,Soybean,Black,2023-09-24,2024-01-26,NPK 15-15-15,76.5,Chlorpyrifos,20.2,Sprinkler,1970.2,1112.9,562.0,5.54,216.3,15.6,199.4,3,Plough,0.91,1012.77
14488,Garcia LLC,F-291,Lynntown,Barley,Hulless,2024-07-27,2024-10-30,Compost,190.7,Glyphosate,13.0,Drip,1069.1,7085.5,5808.5,5.83,623.0,14.3,171.7,2,Tractor,0.83,5880.99
14489,"Evans, Garcia and Taylor",F-928,Teresaton,Barley,Hulless,2023-06-25,2023-12-01,NPK 15-15-15,194.1,Chlorpyrifos,8.0,Sprinkler,1041.2,6815.2,11188.0,5.62,222.6,12.0,137.5,4,Tractor,0.48,3271.32
14490,Friedman Ltd,F-718,Lake Raymondview,Potato,Russet,2023-10-15,2024-02-25,Urea,209.0,Neem Oil,28.4,Flood,541.7,9737.3,4416.6,7.12,713.6,18.4,103.5,2,Tractor,0.58,5647.64
14491,Carey-Wolfe,F-113,Sweeneyville,Potato,Russet,2025-03-04,2025-06-02,Urea,61.7,Neem Oil,23.2,Drip,1984.7,7867.2,3396.9,5.89,706.1,21.5,55.8,7,Plough,0.6,4720.35
14492,Cooper Inc,F-853,Sydneymouth,Barley,Hulless,2024-10-04,2025-03-13,Urea,196.0,Chlorpyrifos,29.6,Flood,1794.0,4785.1,2367.4,7.09,409.7,20.4,112.2,4,Tractor,1.12,5359.31
14493,"Macias, Ruiz and Martin",F-761,Riceland,Corn,Sweet,2024-12-20,2025-03-21,Urea,90.9,Glyphosate,6.5,Sprinkler,1750.5,3629.2,6618.3,5.75,301.7,16.8,186.0,5,Plough,0.47,1705.72
14494,Orr LLC,F-318,West Matthewland,Soybean,Black,2024-10-19,2025-03-10,NPK 15-15-15,95.9,Glyphosate,5.6,Sprinkler,1326.7,5112.3,7310.6,7.38,493.9,24.8,181.8,9,Harvester,0.72,3680.89
14495,Willis-Gutierrez,F-717,Gonzalezland,Wheat,Emmer,2024-04-16,2024-09-22,Urea,216.7,Chlorpyrifos,12.1,Drip,1837.2,7169.6,9668.2,6.03,330.4,21.6,78.5,8,Plough,0.6,4301.78
14496,Hardy-Smith,F-835,New Marilynside,Wheat,Emmer,2023-07-06,2023-11-26,NPK 15-15-15,79.9,Neem Oil,7.7,Flood,1817.8,5962.7,3626.1,5.7,682.1,19.8,130.4,2,Plough,0.92,5485.73
14497,Lewis-Mccullough,F-213,East Deannashire,Barley,Hulless,2025-04-09,2025-07-13,Urea,92.3,Chlorpyrifos,5.3,Sprinkler,617.3,9269.9,3796.6,5.52,593.4,17.8,88.1,10,Plough,0.5,4634.93
14498,Mcintosh-Miller,F-527,Pearsonport,Wheat,Durum,2024-01-02,2024-04-01,Compost,124.7,Neem Oil,20.9,Flood,502.3,8514.5,4483.7,6.27,715.1,16.5,170.3,9,Harvester,1.23,10472.85
14499,Morgan-Walker,F-349,East Scott,Corn,Sweet,2023-11-01,2024-03-21,Compost,169.6,Glyphosate,25.9,Drip,1341.2,1904.5,1064.2,6.92,568.6,15.7,109.0,3,Plough,0.36,685.61
14500,Ellis Inc,F-224,East Matthewton,Potato,Red,2023-10-26,2024-03-20,NPK 15-15-15,125.6,Glyphosate,5.1,Sprinkler,1943.8,2009.4,3629.8,5.63,728.1,15.4,74.3,3,Harvester,0.59,1185.56
14501,Simon and Sons,F-809,Fosterberg,Potato,Russet,2024-09-01,2025-02-01,Compost,281.7,Chlorpyrifos,9.1,Flood,1789.5,8389.3,10383.6,5.74,751.5,14.1,113.9,4,Harvester,0.66,5536.93
14502,"Kirk, Jackson and Powell",F-647,East Donnaberg,Potato,Red,2024-06-24,2024-10-01,NPK 15-15-15,158.2,Neem Oil,18.3,Sprinkler,1901.8,2325.7,2326.6,7.49,653.1,15.3,153.6,8,Plough,0.79,1837.32
14503,Scott Inc,F-527,Beckyfurt,Potato,Red,2025-02-07,2025-05-30,Compost,292.7,Glyphosate,18.5,Flood,1452.5,7286.9,6755.3,7.26,225.6,19.2,125.3,9,Harvester,1.45,10566.05
14504,Reynolds-Byrd,F-472,Elizabethland,Soybean,Yellow,2024-05-29,2024-09-03,Compost,214.3,Chlorpyrifos,16.1,Sprinkler,681.9,6281.5,7850.1,7.15,555.5,22.3,156.0,2,Tractor,1.0,6281.5
14505,Anderson and Sons,F-512,Port Nancyland,Soybean,Yellow,2024-10-31,2025-04-01,Compost,194.4,Glyphosate,25.2,Drip,1484.3,1093.7,710.7,6.61,206.0,17.8,77.0,5,Harvester,1.26,1378.08
14506,"Saunders, Hernandez and James",F-330,New Justin,Wheat,Durum,2023-06-01,2023-09-04,NPK 15-15-15,72.4,Chlorpyrifos,8.2,Drip,1758.6,5932.0,3690.6,6.56,600.0,23.3,65.3,7,Plough,0.93,5516.78
14507,"Bush, Richard and Gomez",F-669,Port Ryanland,Wheat,Durum,2024-05-26,2024-11-02,Compost,136.4,Chlorpyrifos,18.0,Drip,1373.4,5488.6,3847.1,5.71,609.5,14.5,197.5,7,Tractor,0.36,1975.9
14508,Silva and Sons,F-780,North Teresa,Soybean,Black,2024-07-24,2024-12-11,Urea,156.7,Glyphosate,8.1,Sprinkler,1671.6,2494.9,1260.4,5.95,755.8,17.3,50.6,5,Harvester,0.7,1746.46
14509,Parker-Hill,F-798,Wattschester,Potato,Red,2023-09-06,2023-12-30,Compost,273.5,Neem Oil,21.2,Sprinkler,1753.8,2951.5,1898.2,5.93,662.2,18.4,163.5,5,Plough,1.24,3659.83
14510,Owens and Sons,F-849,West Connorton,Wheat,Emmer,2023-11-21,2024-03-26,Compost,188.1,Chlorpyrifos,19.0,Flood,1745.9,1624.1,672.0,6.09,772.3,17.7,84.0,3,Tractor,0.6,974.47
14511,"Rose, Holland and Ryan",F-307,Richardville,Corn,Sweet,2024-05-30,2024-09-30,Compost,212.1,Neem Oil,30.0,Flood,1360.7,5070.5,3048.4,6.74,534.3,23.1,102.0,10,Harvester,1.48,7504.32
14512,"Collins, White and Sanchez",F-817,Lauraport,Barley,Hulled,2024-07-04,2024-11-10,NPK 15-15-15,69.2,Glyphosate,11.6,Sprinkler,1570.3,8272.7,6048.5,7.21,435.9,13.2,176.3,7,Tractor,1.22,10092.66
14513,Dixon-Miller,F-917,New Jamiemouth,Potato,Russet,2023-10-26,2024-02-16,Compost,134.2,Chlorpyrifos,11.3,Flood,870.6,2405.8,3185.0,6.22,703.3,22.8,53.8,9,Tractor,1.21,2910.96
14514,"Harrison, Smith and Salinas",F-185,New Theresaborough,Corn,Sweet,2025-03-19,2025-07-11,NPK 15-15-15,196.6,Neem Oil,25.5,Flood,1220.8,9370.7,11959.4,7.21,645.9,12.1,64.5,4,Harvester,0.86,8058.77
14515,Singh LLC,F-299,Howardport,Corn,Sweet,2023-09-18,2024-02-03,NPK 15-15-15,118.6,Neem Oil,22.0,Sprinkler,1573.5,4256.8,1881.4,6.3,318.9,21.3,138.2,8,Tractor,1.37,5831.87
14516,"Powell, Wood and James",F-316,Powellside,Potato,Russet,2025-01-28,2025-05-12,Compost,149.6,Neem Oil,20.8,Sprinkler,1681.9,6832.3,12764.0,6.46,332.7,20.6,191.9,8,Tractor,0.63,4304.33
14517,Garcia LLC,F-686,Seanville,Corn,Dent,2023-08-21,2023-12-24,Urea,65.1,Neem Oil,29.6,Flood,1628.0,8863.9,4125.6,6.47,223.8,24.0,66.3,2,Plough,1.03,9129.8
14518,Hernandez and Sons,F-885,Christopherport,Soybean,Black,2023-07-28,2023-12-29,Urea,141.2,Neem Oil,28.1,Sprinkler,1503.6,5013.2,2095.9,7.02,666.6,12.4,84.6,6,Plough,0.83,4160.99
14519,Weaver-Villarreal,F-478,East Meganburgh,Wheat,Durum,2024-03-11,2024-08-08,Compost,288.4,Glyphosate,25.3,Flood,1694.6,9684.2,16035.0,6.36,594.2,22.4,65.3,3,Plough,0.58,5616.83
14520,"Chavez, Brown and Rivas",F-971,East Samantha,Barley,Hulless,2024-03-27,2024-06-25,Urea,77.0,Glyphosate,25.6,Drip,1762.8,3235.8,3993.3,6.98,429.1,19.4,179.0,10,Plough,0.6,1941.48
14521,Palmer-Nelson,F-891,South Michelle,Barley,Hulled,2024-12-18,2025-04-05,NPK 15-15-15,116.3,Chlorpyrifos,16.6,Drip,661.7,8734.9,4657.7,7.39,760.1,21.4,66.2,5,Harvester,1.36,11879.44
14522,Carey-West,F-246,North Noahbury,Corn,Sweet,2024-09-16,2024-12-24,Urea,148.6,Chlorpyrifos,22.6,Flood,860.7,3236.1,3154.9,5.63,325.4,16.8,62.9,4,Harvester,1.34,4336.36
14523,Robinson-Long,F-102,Curtisberg,Potato,Red,2024-08-13,2024-12-02,Compost,277.8,Neem Oil,19.8,Flood,929.8,3889.2,3297.9,7.16,657.3,12.0,74.9,9,Plough,0.89,3461.35
14524,Ruiz Group,F-637,North Cassandra,Corn,Dent,2024-09-29,2025-02-19,Compost,103.8,Neem Oil,28.4,Flood,563.8,6057.9,2682.4,6.33,337.0,12.8,173.5,9,Plough,1.45,8783.93
14525,Johnson-Taylor,F-749,Deanfort,Barley,Hulless,2024-05-10,2024-09-20,Compost,152.5,Glyphosate,10.1,Drip,1311.4,3530.3,1691.0,6.1,735.2,18.6,89.9,8,Plough,1.35,4765.9
14526,Christensen PLC,F-884,New Meredithmouth,Potato,Russet,2025-03-17,2025-08-19,Compost,270.4,Neem Oil,14.0,Drip,1350.3,4142.4,2475.2,6.51,559.2,15.3,169.9,9,Harvester,0.5,2071.19
14527,"Cook, Collins and Cole",F-467,Port Tylerburgh,Barley,Hulless,2024-03-10,2024-06-11,Urea,218.7,Neem Oil,23.6,Flood,702.6,9983.0,7954.3,6.82,550.1,20.9,100.2,9,Plough,1.05,10482.18
14528,Foley and Sons,F-827,North Scott,Corn,Sweet,2024-03-06,2024-07-07,Urea,274.1,Glyphosate,21.9,Flood,1299.6,3475.3,5325.9,5.67,365.6,17.3,108.7,7,Plough,0.43,1494.36
14529,Rich Group,F-932,North Steven,Corn,Sweet,2024-05-25,2024-10-28,Compost,117.5,Glyphosate,16.7,Flood,1947.8,8432.8,4922.5,7.33,565.2,19.1,182.8,7,Tractor,0.49,4132.08
14530,Baldwin Group,F-258,West Jamesburgh,Soybean,Yellow,2023-08-27,2023-12-26,Urea,231.7,Chlorpyrifos,14.2,Drip,1416.9,6447.9,3255.0,6.0,524.1,19.2,143.5,7,Harvester,1.23,7930.92
14531,"Moore, Patterson and Perez",F-295,Montoyafort,Corn,Dent,2023-05-06,2023-09-13,NPK 15-15-15,290.4,Chlorpyrifos,11.2,Flood,1965.1,4380.6,1916.4,7.19,210.5,21.4,128.6,9,Tractor,1.12,4906.29
14532,"Stone, Lucas and Garcia",F-711,Danielleburgh,Wheat,Durum,2023-05-19,2023-08-18,Urea,272.3,Glyphosate,22.9,Sprinkler,874.0,2905.4,2727.6,6.04,323.6,24.6,65.0,10,Tractor,1.23,3573.66
14533,Parsons and Sons,F-793,West Marcside,Soybean,Black,2023-07-08,2023-11-17,NPK 15-15-15,169.6,Neem Oil,26.3,Flood,736.8,7322.2,3764.0,6.89,264.9,24.5,137.9,2,Tractor,1.17,8567.03
14534,Bennett LLC,F-338,Port Victoria,Barley,Hulled,2023-09-26,2024-01-28,Compost,235.3,Neem Oil,29.0,Sprinkler,1654.3,4990.8,3025.8,6.47,547.4,18.3,171.6,2,Tractor,0.64,3194.13
14535,Stone Inc,F-866,Port Eugene,Potato,Russet,2025-02-05,2025-05-06,Compost,128.5,Neem Oil,28.5,Flood,1929.4,9499.7,4313.6,6.9,531.7,23.2,171.6,2,Plough,1.46,13869.61
14536,"Mendoza, Ortiz and Adams",F-664,New Erin,Wheat,Emmer,2024-04-07,2024-07-13,Compost,205.6,Chlorpyrifos,16.8,Flood,789.4,4712.7,2728.4,7.27,208.5,20.7,163.3,4,Harvester,1.06,4995.49
14537,Thompson Ltd,F-514,East Emily,Wheat,Durum,2025-01-05,2025-06-05,Urea,294.8,Neem Oil,27.5,Drip,1284.2,4345.0,3593.8,7.19,656.7,23.5,179.1,2,Tractor,0.77,3345.66
14538,Tucker Inc,F-139,West Julian,Barley,Hulless,2024-12-30,2025-05-21,NPK 15-15-15,57.9,Glyphosate,15.3,Drip,908.1,4768.4,2854.7,7.17,392.2,16.4,191.7,2,Harvester,1.09,5197.6
14539,Jones-Carpenter,F-652,North Christine,Wheat,Durum,2023-05-07,2023-10-07,NPK 15-15-15,187.4,Glyphosate,28.4,Drip,1834.8,7277.1,6364.7,5.75,649.0,22.3,96.0,8,Tractor,0.85,6185.54
14540,Brown-Reyes,F-372,West Erikatown,Soybean,Yellow,2025-01-10,2025-04-29,Compost,189.1,Glyphosate,5.8,Sprinkler,1287.1,1020.2,564.7,7.44,714.4,19.0,163.4,9,Plough,1.38,1407.84
14541,"Pena, Robinson and Cox",F-607,New Robert,Wheat,Emmer,2023-12-25,2024-04-25,Compost,173.1,Chlorpyrifos,22.2,Sprinkler,1219.1,2917.5,3323.6,6.3,797.5,22.9,147.3,5,Tractor,1.36,3967.86
14542,Rodriguez-Clark,F-566,Lake Erin,Soybean,Yellow,2023-07-08,2023-11-25,Urea,195.1,Chlorpyrifos,22.6,Drip,767.8,7877.9,4250.9,6.6,667.9,19.0,107.5,7,Plough,1.16,9138.34
14543,Torres PLC,F-157,South Breannaborough,Potato,Red,2024-05-12,2024-09-05,NPK 15-15-15,265.9,Glyphosate,15.0,Sprinkler,1962.5,9315.4,18266.4,7.38,538.6,25.9,81.3,8,Plough,0.96,8942.75
14544,Anderson Inc,F-624,North Colleenhaven,Soybean,Black,2023-06-01,2023-09-26,NPK 15-15-15,197.8,Neem Oil,16.4,Sprinkler,1277.4,1747.6,1482.9,5.64,440.5,18.1,140.6,3,Plough,1.08,1887.46
14545,Ferguson-Gaines,F-778,Lake Ashley,Soybean,Yellow,2025-02-10,2025-05-25,Urea,211.2,Glyphosate,11.0,Drip,1895.3,6383.8,3520.4,6.19,325.7,21.4,118.1,8,Harvester,0.32,2042.82
14546,Bradshaw-Watts,F-521,West Brandi,Potato,Russet,2024-02-07,2024-06-05,Urea,250.8,Chlorpyrifos,10.9,Sprinkler,634.6,6725.2,8589.0,6.46,308.9,24.5,65.0,4,Plough,1.47,9886.11
14547,"Lewis, Jones and White",F-649,South Norma,Soybean,Black,2023-08-27,2023-12-02,Compost,159.9,Neem Oil,25.7,Sprinkler,1400.6,7138.3,9455.2,6.27,279.2,21.9,83.8,10,Harvester,0.95,6781.42
14548,Dean Ltd,F-114,Tonishire,Soybean,Black,2024-08-03,2024-12-18,Compost,77.6,Neem Oil,8.4,Sprinkler,1125.6,7185.2,3337.1,5.56,606.8,22.9,167.7,3,Plough,1.47,10562.18
14549,"Payne, Mitchell and Brady",F-408,Deborahview,Barley,Hulless,2025-01-31,2025-05-25,Compost,144.5,Neem Oil,28.9,Flood,1775.2,6058.7,6687.1,7.09,784.8,25.6,89.1,4,Tractor,0.93,5634.59
14550,Ramirez-Myers,F-786,East Marcia,Potato,Russet,2024-08-14,2024-11-20,Urea,69.7,Neem Oil,13.8,Drip,1444.3,3260.7,2336.3,5.87,651.4,20.4,113.4,8,Harvester,0.93,3032.42
14551,Valentine-Ayers,F-279,North Tylerport,Soybean,Black,2024-12-22,2025-05-18,Urea,258.1,Chlorpyrifos,24.8,Drip,1076.6,6534.8,7850.0,5.96,552.1,20.1,155.5,4,Plough,0.7,4574.36
14552,Cisneros-Perez,F-339,South Amanda,Corn,Sweet,2023-11-07,2024-04-14,Urea,249.5,Glyphosate,21.3,Drip,982.9,3471.6,1868.7,6.19,638.3,25.2,169.8,8,Tractor,1.12,3888.14
14553,Adams PLC,F-773,South Ginaberg,Soybean,Yellow,2024-11-08,2025-03-27,NPK 15-15-15,155.0,Glyphosate,9.2,Flood,1606.6,4621.8,2011.9,6.78,447.4,19.3,179.8,3,Tractor,0.57,2634.43
14554,"Clark, Blair and Rangel",F-821,Grantmouth,Soybean,Yellow,2024-08-06,2024-12-19,Urea,53.5,Neem Oil,20.9,Drip,1990.3,5872.6,4402.4,7.44,553.1,24.4,125.5,4,Plough,0.75,4404.42
14555,Cervantes Ltd,F-825,Morganburgh,Soybean,Black,2023-07-10,2023-12-06,Urea,228.8,Glyphosate,13.1,Drip,787.8,7818.2,3426.4,7.2,411.8,22.7,66.8,7,Tractor,1.32,10320.04
14556,Sanchez-Turner,F-660,East Davidchester,Corn,Sweet,2024-02-12,2024-07-10,Urea,194.4,Glyphosate,16.2,Drip,1305.0,9990.5,10421.3,7.2,665.6,17.5,170.2,9,Plough,1.07,10689.81
14557,"Richards, Matthews and Murray",F-181,New Elizabeth,Wheat,Emmer,2025-04-12,2025-07-23,NPK 15-15-15,246.0,Glyphosate,22.9,Flood,1264.4,9150.6,6155.1,6.52,246.7,22.2,154.7,7,Harvester,1.42,12993.79
14558,"Mata, Wiley and Johnson",F-842,Schwartzside,Potato,Red,2024-02-29,2024-07-14,Urea,160.0,Glyphosate,18.0,Sprinkler,1978.9,9868.9,11475.1,6.6,782.1,20.8,54.5,5,Plough,1.06,10461.02
14559,Kelley Inc,F-761,Port Heatherfurt,Barley,Hulled,2024-09-27,2025-01-22,NPK 15-15-15,180.7,Neem Oil,5.6,Drip,1426.2,8006.5,14118.4,5.89,559.6,25.2,169.2,9,Plough,0.37,2962.41
14560,Ray-Morse,F-679,Whiteville,Barley,Hulled,2023-09-13,2024-02-13,Urea,66.9,Neem Oil,6.4,Drip,1376.3,2623.9,1758.6,6.31,702.7,16.1,166.6,7,Plough,0.78,2046.64
14561,"White, Leblanc and Valencia",F-361,Frankland,Corn,Sweet,2023-12-05,2024-04-30,Urea,118.4,Chlorpyrifos,28.0,Flood,1209.1,9958.4,5677.3,7.47,608.1,15.6,173.1,8,Plough,0.38,3784.18
14562,Santos-Jenkins,F-147,Morganfurt,Barley,Hulled,2024-08-12,2024-12-17,NPK 15-15-15,199.0,Chlorpyrifos,25.0,Flood,1263.2,3066.3,1530.4,6.12,779.7,17.6,81.3,6,Harvester,0.77,2361.02
14563,"Fernandez, Sanders and Trevino",F-386,East Veronica,Potato,Russet,2024-11-12,2025-03-07,Compost,270.6,Neem Oil,21.6,Flood,1826.7,2952.3,2375.4,6.56,565.1,20.1,173.6,2,Harvester,0.47,1387.57
14564,"Cohen, Harris and Norton",F-836,Port Sabrina,Potato,Russet,2024-08-06,2024-11-09,Compost,94.1,Neem Oil,25.8,Drip,1107.2,1076.4,765.7,7.21,712.6,14.6,132.6,5,Harvester,1.32,1420.8
14565,Cruz-Mcclure,F-808,South Rebecca,Wheat,Durum,2023-12-20,2024-05-16,Urea,261.7,Glyphosate,28.5,Drip,1914.2,7715.0,3861.2,5.82,639.5,18.0,177.2,3,Tractor,1.09,8409.36
14566,Dalton PLC,F-341,Port Brian,Soybean,Black,2024-12-28,2025-05-23,Urea,228.2,Neem Oil,23.0,Flood,1107.6,6705.7,3671.7,7.02,236.1,24.1,167.2,3,Tractor,1.1,7376.29
14567,Stewart LLC,F-451,South Victorburgh,Barley,Hulless,2025-04-02,2025-07-31,NPK 15-15-15,130.2,Chlorpyrifos,23.1,Sprinkler,692.3,5576.5,2354.6,7.27,484.9,12.2,91.2,4,Harvester,0.35,1951.77
14568,Higgins PLC,F-913,Williamsberg,Soybean,Black,2023-05-16,2023-10-18,NPK 15-15-15,59.6,Chlorpyrifos,5.2,Drip,1013.1,1467.1,870.2,6.02,464.3,18.1,104.0,6,Tractor,0.37,542.83
14569,Parker-Doyle,F-153,Jonathanhaven,Wheat,Emmer,2023-07-29,2023-11-26,Urea,118.3,Glyphosate,17.6,Sprinkler,1167.1,2584.8,1427.6,6.31,790.2,13.3,81.8,6,Plough,1.33,3437.72
14570,Watkins-Norris,F-574,Gabrielfort,Wheat,Emmer,2024-11-02,2025-04-07,NPK 15-15-15,59.2,Neem Oil,26.1,Sprinkler,1358.2,5538.6,3210.0,5.87,290.6,15.0,74.5,10,Plough,1.12,6203.27
14571,Torres PLC,F-597,West Christopherland,Barley,Hulless,2023-09-04,2024-02-01,Urea,189.9,Glyphosate,20.2,Flood,893.2,4539.7,2282.0,6.36,491.9,16.2,113.7,3,Harvester,0.85,3858.74
14572,Cook-Butler,F-220,Marystad,Soybean,Black,2023-12-03,2024-03-29,Compost,210.2,Glyphosate,11.3,Drip,609.8,9191.5,5535.7,6.2,481.7,17.7,126.7,6,Tractor,0.53,4871.47
14573,"Ellis, Williams and Peters",F-381,Port Nathanielhaven,Potato,Russet,2024-05-05,2024-09-17,NPK 15-15-15,176.2,Chlorpyrifos,11.6,Flood,963.1,5395.7,2604.9,5.52,710.1,18.7,182.0,5,Harvester,1.45,7823.69
14574,Kelly-Weber,F-255,Ericmouth,Corn,Sweet,2023-06-05,2023-11-09,Compost,97.2,Chlorpyrifos,19.1,Drip,1083.9,1743.5,1231.3,7.16,670.7,21.9,58.9,10,Plough,0.39,679.95
14575,Davis PLC,F-693,Lake David,Potato,Russet,2023-09-20,2024-01-02,Compost,297.4,Glyphosate,6.8,Drip,1321.8,8436.6,6267.7,7.21,319.8,25.0,121.8,6,Tractor,0.35,2952.82
14576,Pierce PLC,F-329,Clarkfurt,Barley,Hulled,2023-12-21,2024-05-29,Urea,148.9,Neem Oil,11.3,Flood,1989.0,4768.6,2243.7,6.08,416.8,22.6,91.2,9,Tractor,1.43,6819.12
14577,Brown-Tate,F-592,Port Anthonyport,Corn,Sweet,2024-03-22,2024-07-06,Compost,261.8,Neem Oil,16.4,Flood,772.8,9538.1,6318.5,6.14,262.7,23.1,106.6,2,Harvester,1.38,13162.6
14578,"Cooper, Smith and Holland",F-222,Jonathonshire,Wheat,Emmer,2024-10-08,2025-01-08,NPK 15-15-15,177.9,Neem Oil,8.7,Flood,1882.8,5391.5,2434.2,6.9,355.3,18.7,53.4,5,Harvester,1.27,6847.19
14579,Orr-Gilbert,F-740,Richardland,Corn,Sweet,2023-07-10,2023-11-23,Compost,258.9,Glyphosate,10.2,Sprinkler,1736.7,2103.3,2265.8,5.68,224.6,17.7,72.4,6,Tractor,0.44,925.47
14580,Oneal-Ruiz,F-826,Port Heatherfort,Wheat,Emmer,2024-07-16,2024-11-18,Compost,171.0,Glyphosate,8.3,Drip,1361.4,9080.9,3895.2,6.9,334.7,14.4,79.3,9,Plough,0.33,2996.69
14581,"Hays, Obrien and Waller",F-977,Port Ericfurt,Soybean,Yellow,2025-02-17,2025-06-02,Compost,269.0,Chlorpyrifos,6.3,Sprinkler,1703.0,4726.7,8649.1,7.19,771.7,25.5,139.4,3,Tractor,1.28,6050.14
14582,Alvarado-Wiley,F-914,Edwardsbury,Wheat,Durum,2024-10-20,2025-03-01,NPK 15-15-15,152.1,Neem Oil,6.2,Sprinkler,728.5,6579.1,5204.1,7.19,680.4,16.1,102.0,5,Tractor,0.32,2105.31
14583,"Murphy, Nash and Johnson",F-336,Port James,Soybean,Yellow,2024-06-11,2024-09-20,Compost,50.7,Neem Oil,23.0,Sprinkler,1376.8,3933.7,2172.1,6.11,238.4,25.8,113.8,9,Tractor,0.9,3540.36
14584,Bennett Ltd,F-546,South Ricky,Potato,Russet,2023-10-14,2024-02-20,NPK 15-15-15,85.4,Glyphosate,24.4,Sprinkler,1604.7,7526.0,3157.3,7.25,759.4,20.6,169.1,8,Tractor,0.54,4064.04
14585,Pennington LLC,F-787,Port Cynthiahaven,Corn,Dent,2024-06-19,2024-10-27,Compost,77.9,Neem Oil,9.7,Flood,726.7,3806.0,5653.5,7.46,371.9,25.2,165.3,6,Harvester,1.03,3920.22
14586,Wyatt and Sons,F-967,South Seanstad,Potato,Russet,2024-02-01,2024-05-12,NPK 15-15-15,236.2,Chlorpyrifos,23.5,Sprinkler,1967.0,2026.6,1071.4,7.13,765.1,17.2,182.8,4,Harvester,0.36,729.58
14587,"Taylor, Ferguson and Davidson",F-437,South John,Wheat,Emmer,2025-04-15,2025-07-25,NPK 15-15-15,77.9,Chlorpyrifos,16.1,Sprinkler,1727.8,6840.6,5163.1,6.91,785.2,25.2,187.2,7,Harvester,0.74,5062.05
14588,Ramos-Thomas,F-657,Lake Reginahaven,Corn,Sweet,2024-06-27,2024-11-11,Urea,133.6,Glyphosate,5.9,Drip,1004.3,8264.1,11314.5,5.8,701.9,16.7,56.6,4,Plough,1.42,11734.98
14589,Bradley-Cook,F-598,North Ashley,Soybean,Yellow,2024-06-13,2024-09-29,Urea,283.8,Neem Oil,21.6,Sprinkler,949.6,1331.7,2397.1,5.97,265.4,24.0,62.3,9,Harvester,1.39,1851.0
14590,"Young, Miller and Atkinson",F-111,South Cathy,Barley,Hulled,2023-07-08,2023-10-09,NPK 15-15-15,223.3,Glyphosate,13.0,Flood,960.7,4033.5,3299.1,7.43,427.5,13.2,65.3,4,Harvester,1.01,4073.84
14591,Hernandez and Sons,F-163,Gallegosmouth,Soybean,Yellow,2023-06-05,2023-11-04,NPK 15-15-15,246.1,Chlorpyrifos,5.1,Drip,1047.7,5381.6,2431.4,6.51,285.3,20.8,59.0,9,Plough,0.9,4843.44
14592,"Huynh, Peterson and Payne",F-689,Rachelland,Corn,Dent,2024-09-06,2024-12-06,Urea,277.6,Neem Oil,13.9,Sprinkler,1802.8,4352.2,5946.0,6.23,446.0,19.9,189.3,9,Harvester,0.44,1914.99
14593,Ford LLC,F-840,Bonnieville,Barley,Hulled,2023-11-19,2024-03-26,Urea,132.3,Glyphosate,22.6,Sprinkler,932.7,8672.4,7581.0,5.64,685.1,24.9,97.2,6,Harvester,0.44,3815.87
14594,Anderson PLC,F-534,Port Amy,Barley,Hulless,2024-08-04,2024-11-10,Urea,98.7,Glyphosate,18.4,Flood,1368.5,6188.7,5036.5,6.03,454.8,21.5,151.9,9,Plough,0.94,5817.35
14595,Rojas-Johnson,F-458,South Sandra,Barley,Hulled,2025-04-01,2025-07-05,Compost,69.0,Chlorpyrifos,10.1,Sprinkler,1457.5,4367.3,7105.8,6.79,686.8,20.1,117.2,2,Plough,1.03,4498.28
14596,"Larson, Baker and Gutierrez",F-472,South Shanehaven,Soybean,Yellow,2024-11-20,2025-02-24,Urea,208.1,Chlorpyrifos,13.5,Sprinkler,1796.9,3037.6,1766.6,5.94,695.0,25.8,181.9,4,Plough,1.45,4404.57
14597,Olsen-Williams,F-739,Port Cathy,Wheat,Durum,2023-11-01,2024-03-18,NPK 15-15-15,75.4,Neem Oil,29.0,Drip,1990.8,6598.5,3151.7,5.86,276.1,23.4,184.1,10,Harvester,1.19,7852.21
14598,"Snyder, Perry and Hurst",F-879,Mataburgh,Corn,Dent,2024-11-07,2025-03-11,Compost,157.9,Glyphosate,11.4,Flood,623.9,9171.8,7858.6,5.66,317.7,15.0,137.3,6,Plough,0.9,8254.64
14599,Bryant PLC,F-585,East Barry,Corn,Sweet,2023-08-23,2023-12-17,Urea,271.3,Glyphosate,11.1,Sprinkler,1651.7,3854.1,5206.1,5.55,481.3,17.7,56.1,2,Plough,0.9,3468.67
14600,Owens LLC,F-265,Lake Dawnfort,Soybean,Black,2024-09-08,2025-01-08,Urea,174.2,Glyphosate,21.2,Drip,1541.9,7199.2,9779.4,5.59,717.8,25.3,95.4,7,Tractor,1.5,10798.73
14601,Stafford Group,F-177,South Nicoleshire,Soybean,Yellow,2023-06-14,2023-10-15,Urea,61.5,Neem Oil,8.0,Sprinkler,967.2,7835.4,5304.6,6.8,733.0,22.4,81.8,6,Harvester,0.4,3134.18
